,team_name,opponent_name,conference,home,away,neutral,offensive_efficiency,adjusted_offensive_efficiency
285,Oklahoma Sooners,SE Louisiana Lions,Big 12,1,0,0,1.0353,0.900195346183156
286,Mercer Bears,Seton Hall Pirates,Southern,0,0,1,0.77221,0.775849370425531
287,Seton Hall Pirates,Mercer Bears,Big East,0,0,1,1.01966,0.9186387659926171
288,Buffalo Bulls,Kentucky Wildcats,MAC,0,1,0,0.83027,1.0607791449815522
289,Kentucky Wildcats,Buffalo Bulls,SEC,1,0,0,1.11855,1.05453987740236
290,Boston University Terriers,Northeastern Huskies,Patriot,1,0,0,1.0956,1.1167430588196208
291,Northeastern Huskies,Boston University Terriers,CAA,1,0,0,1.18828,1.0770026575358735
292,Princeton Tigers,George Mason Patriots,Ivy,0,1,0,0.94013,0.9257187838692835
293,George Mason Patriots,Princeton Tigers,A-10,1,0,0,1.01273,0.9193094306760735
294,Chattanooga Mocs,Wisconsin Badgers,Southern,0,1,0,0.68531,0.770749740112254
295,Wisconsin Badgers,Chattanooga Mocs,Big Ten,1,0,0,1.36096,1.2485418053329023
296,Samford Bulldogs,Pittsburgh Panthers,Southern,0,1,0,1.00092,0.9507980903948358
297,Pittsburgh Panthers,Samford Bulldogs,ACC,1,0,0,1.12218,0.9327093693920657
298,UNC Asheville Bulldogs,East Carolina Pirates,Big South,0,1,0,1.15339,1.1286214967059467
299,East Carolina Pirates,UNC Asheville Bulldogs,American,1,0,0,1.07994,1.0127314867288095
300,Navy Midshipmen,Notre Dame Fighting Irish,Patriot,0,0,1,0.78199,0.8513866890001405
301,Notre Dame Fighting Irish,Navy Midshipmen,ACC,0,0,1,1.38648,1.2694913496870643
302,UMass Lowell River Hawks,Rhode Island Rams,AM. EAST,0,1,0,0.94944,1.1247515800955294
303,Rhode Island Rams,UMass Lowell River Hawks,A-10,1,0,0,1.21991,1.125318966921988
304,Jackson State Tigers,South Florida Bulls,SWAC,0,1,0,0.95021,1.0356354433257624
305,South Florida Bulls,Jackson State Tigers,American,1,0,0,1.11695,1.063026311732608
306,Saint Peter's Peacocks,Hartford Hawks,MAAC,0,1,0,0.90991,0.9020198450048608
307,Hartford Hawks,Saint Peter's Peacocks,AM. EAST,1,0,0,0.92811,0.9821808493757985
308,Northern Arizona Lumberjacks,Toledo Rockets,Big Sky,0,1,0,0.87764,0.8835424235857943
309,Toledo Rockets,Northern Arizona Lumberjacks,MAC,1,0,0,1.03874,0.9749785755223034
310,Southern Utah Thunderbirds,Miami (OH) RedHawks,Big Sky,0,1,0,0.98241,0.9561731494473885
311,Miami (OH) RedHawks,Southern Utah Thunderbirds,MAC,1,0,0,1.1316,0.9625995611931392
312,Massachusetts Minutemen,Boston College Eagles,A-10,0,0,1,1.03816,1.0380683378521356
313,Boston College Eagles,Massachusetts Minutemen,ACC,0,0,1,0.91116,0.8343530619219045
314,Lafayette Leopards,West Virginia Mountaineers,Patriot,0,1,0,0.85034,0.977121471985288
315,West Virginia Mountaineers,Lafayette Leopards,Big 12,1,0,0,1.25447,1.0260870542086218
316,IU Indianapolis Jaguars,Purdue Boilermakers,Summit,0,1,0,0.90677,1.0124739707108084
317,Purdue Boilermakers,IU Indianapolis Jaguars,Big Ten,1,0,0,1.16854,1.0557263620337218
318,Prairie View A&M Panthers,Oklahoma State Cowboys,SWAC,0,1,0,0.74282,0.9449898288957185
319,Oklahoma State Cowboys,Prairie View A&M Panthers,Big 12,1,0,0,1.08507,0.9429892489426999
320,Hampton Pirates,Syracuse Orange,MEAC,0,1,0,0.78308,0.9998929234198755
321,Syracuse Orange,Hampton Pirates,ACC,1,0,0,1.08996,0.9658284853123843
322,Savannah State Tigers,Marshall Thundering Herd,MEAC,0,1,0,0.68917,0.7634225554755475
323,Marshall Thundering Herd,Savannah State Tigers,CUSA,1,0,0,0.98665,0.9301710248908075
324,Cornell Big Red,Loyola Maryland Greyhounds,Ivy,0,1,0,1.1065,1.0911878303731717
325,Loyola Maryland Greyhounds,Cornell Big Red,Patriot,1,0,0,1.2187,1.2085084081610542
326,Northern Colorado Bears,Wyoming Cowboys,Big Sky,0,1,0,1.24943,1.312896892262348
327,Wyoming Cowboys,Northern Colorado Bears,Mountain West,1,0,0,1.38463,1.1922060792607567
328,Portland Pilots,San José State Spartans,WCC,0,1,0,1.08817,0.9551857112959479
329,San José State Spartans,Portland Pilots,Mountain West,1,0,0,0.93744,0.8957851119267867
330,Alabama State Hornets,Arkansas Razorbacks,SWAC,0,1,0,0.99869,1.1673967292784957
331,Arkansas Razorbacks,Alabama State Hornets,SEC,1,0,0,1.25114,1.1092530787258368
332,Fordham Rams,Penn State Nittany Lions,A-10,0,0,1,0.81099,0.8853470922310228
333,Penn State Nittany Lions,Fordham Rams,Big Ten,0,0,1,1.10205,0.997349681963084
334,Charlotte 49ers,Elon Phoenix,CUSA,0,1,0,1.04053,1.0372722152626486
335,Elon Phoenix,Charlotte 49ers,CAA,1,0,0,0.83556,0.7751346632003755
336,Central Arkansas Bears,Omaha Mavericks,Southland,0,1,0,0.96977,0.9826648715058964
337,Omaha Mavericks,Central Arkansas Bears,Summit,1,0,0,1.30797,1.1538890443688143
338,Utah State Aggies,Illinois State Redbirds,Mountain West,0,1,0,0.9711,1.060045971096936
339,Illinois State Redbirds,Utah State Aggies,MVC,1,0,0,0.88413,0.8377859632362968
340,Chicago State Cougars,Creighton Bluejays,WAC,0,1,0,0.94959,1.0617809295932645
341,Creighton Bluejays,Chicago State Cougars,Big East,1,0,0,1.15314,0.9955114461403368
342,Harvard Crimson,Holy Cross Crusaders,Ivy,0,0,1,0.86401,0.8346186279016218
343,Holy Cross Crusaders,Harvard Crimson,Patriot,0,0,1,0.92267,1.0227851838515343
344,Coppin State Eagles,Illinois Fighting Illini,MEAC,0,1,0,0.7399,0.9247623318877806
345,Illinois Fighting Illini,Coppin State Eagles,Big Ten,1,0,0,1.53503,1.2903969834230804
346,Valparaiso Beacons,Missouri Tigers,Horizon,0,1,0,0.72045,0.6882812872368531
347,Missouri Tigers,Valparaiso Beacons,SEC,1,0,0,1.00298,0.9495622208991199
348,South Dakota Coyotes,Stanford Cardinal,Summit,0,1,0,1.11826,1.1665244544254143
349,Stanford Cardinal,South Dakota Coyotes,Pac-12,1,0,0,1.30131,1.162200087174118
350,Robert Morris Colonials,North Carolina Tar Heels,NEC,0,1,0,0.8517,0.9996045652829135
351,North Carolina Tar Heels,Robert Morris Colonials,ACC,1,0,0,1.43361,1.2795671430948237
352,Pacific Tigers,UC Irvine Anteaters,WCC,0,1,0,0.88577,0.8884452017389605
353,UC Irvine Anteaters,Pacific Tigers,Big West,1,0,0,1.21124,1.108628294643573
354,Idaho State Bengals,Denver Pioneers,Big Sky,0,1,0,0.69105,0.6671648106847091
355,Denver Pioneers,Idaho State Bengals,Summit,1,0,0,1.03173,0.9607824407651324
356,Stetson Hatters,UCF Knights,ASUN,0,1,0,0.90081,0.8587254548461009
357,UCF Knights,Stetson Hatters,American,1,0,0,1.07735,0.9213322939074647
358,Cal State Northridge Matadors,Arizona Wildcats,Big West,0,1,0,0.95309,1.1257794766003963
359,Arizona Wildcats,Cal State Northridge Matadors,Pac-12,1,0,0,1.18811,1.041428136539144
360,Sam Houston Bearkats,UNLV Rebels,Southland,0,1,0,0.86806,0.9506140801644739
361,UNLV Rebels,Sam Houston Bearkats,Mountain West,1,0,0,0.89225,0.9416502683110402
362,George Washington Revolutionaries,Rutgers Scarlet Knights,A-10,0,1,0,1.06479,1.0733106861648458
363,Rutgers Scarlet Knights,George Washington Revolutionaries,Big Ten,1,0,0,0.78959,0.7437439330397031
364,Kennesaw State Owls,California Golden Bears,ASUN,0,1,0,0.83142,0.932990210198311
365,California Golden Bears,Kennesaw State Owls,Pac-12,1,0,0,1.30138,1.1147868786432438
366,South Carolina State Bulldogs,San Francisco Dons,MEAC,0,1,0,0.70019,0.8094745112690601
367,San Francisco Dons,South Carolina State Bulldogs,WCC,1,0,0,1.22154,1.0776648936550046
368,Alcorn State Braves,Texas Longhorns,SWAC,0,1,0,0.87855,1.092130665139631
369,Texas Longhorns,Alcorn State Braves,Big 12,1,0,0,1.42994,1.1627839133721571
370,Cal State Fullerton Titans,New Mexico Lobos,Big West,0,1,0,1.00619,1.0635891753327522
371,New Mexico Lobos,Cal State Fullerton Titans,Mountain West,1,0,0,1.18613,1.090473074987266
372,Coastal Carolina Chanticleers,UCLA Bruins,Big South,0,1,0,1.05474,1.1206471764462138
373,UCLA Bruins,Coastal Carolina Chanticleers,Pac-12,1,0,0,1.26008,1.179663706807417
374,Jacksonville State Gamecocks,Louisville Cardinals,OVC,0,1,0,0.61293,0.8027717305329972
375,Louisville Cardinals,Jacksonville State Gamecocks,ACC,1,0,0,1.35042,1.1585187820459042
376,Texas Southern Tigers,Indiana Hoosiers,SWAC,0,1,0,0.96562,1.0639123790319227
377,Indiana Hoosiers,Texas Southern Tigers,Big Ten,1,0,0,1.25229,1.0516482363586261
378,Miami Hurricanes,Florida Gators,ACC,0,1,0,1.15037,1.2025027014744394
379,Florida Gators,Miami Hurricanes,SEC,1,0,0,1.1264,1.0892195162390197
380,Towson Tigers,Morgan State Bears,CAA,0,1,0,1.01928,0.9434767366023893
381,Morgan State Bears,Towson Tigers,MEAC,1,0,0,0.89197,0.8951006612522041
382,Northwestern Wildcats,Brown Bears,Big Ten,0,1,0,1.13654,1.0081983987305454
383,Brown Bears,Northwestern Wildcats,Ivy,1,0,0,0.8991,0.8804128364433297
384,Saint Joseph's Hawks,Drexel Dragons,A-10,1,0,0,0.89266,0.814639204533011
385,Drexel Dragons,Saint Joseph's Hawks,CAA,1,0,0,0.82538,0.8415758334871509
386,Delaware Blue Hens,Liberty Flames,CAA,0,1,0,0.91055,0.851641366729958
387,Liberty Flames,Delaware Blue Hens,Big South,1,0,0,1.01699,0.9295981471251414
388,UC Santa Barbara Gauchos,Florida Gulf Coast Eagles,Big West,0,1,0,1.15638,1.1825200054806755
389,Florida Gulf Coast Eagles,UC Santa Barbara Gauchos,ASUN,1,0,0,1.20398,1.219872697127507
390,Radford Highlanders,James Madison Dukes,Big South,0,1,0,1.1199,1.105302388720125
391,James Madison Dukes,Radford Highlanders,CAA,1,0,0,1.17792,1.1154045825626044
392,Maryland Eastern Shore Hawks,Villanova Wildcats,MEAC,0,1,0,0.73925,0.9777026218338188
393,Villanova Wildcats,Maryland Eastern Shore Hawks,Big East,1,0,0,1.37508,1.2050015873053659
394,Winthrop Eagles,Clemson Tigers,Big South,0,1,0,1.114,1.2310560527774725
395,Clemson Tigers,Winthrop Eagles,ACC,1,0,0,1.06823,0.9360109664821693
396,Hofstra Pride,NC State Wolfpack,CAA,0,1,0,0.91025,0.9787030012741564
397,NC State Wolfpack,Hofstra Pride,ACC,1,0,0,1.06065,0.9126288277569873
398,Oakland Golden Grizzlies,Eastern Michigan Eagles,Horizon,0,1,0,1.11215,1.1576469371478755
399,Eastern Michigan Eagles,Oakland Golden Grizzlies,MAC,1,0,0,1.33585,1.207568880501957
400,Louisiana Tech Bulldogs,Temple Owls,CUSA,0,1,0,0.9593,1.0562179149071433
401,Temple Owls,Louisiana Tech Bulldogs,American,1,0,0,1.07361,1.1036112410921957
402,Vermont Catamounts,Siena Saints,AM. EAST,0,0,1,1.15557,1.1234150625427977
403,Siena Saints,Vermont Catamounts,MAAC,0,0,1,1.10383,1.1765487060779953
404,Central Connecticut Blue Devils,Maryland Terrapins,NEC,0,1,0,0.8201,0.9720172952473471
405,Maryland Terrapins,Central Connecticut Blue Devils,Big Ten,1,0,0,1.40562,1.1756650350904958
406,Gardner-Webb Runnin' Bulldogs,Charleston Cougars,Big South,0,1,0,1.10993,1.116221974777827
407,Charleston Cougars,Gardner-Webb Runnin' Bulldogs,CAA,1,0,0,0.97967,0.8619726482563035
408,South Carolina Upstate Spartans,North Carolina A&T Aggies,ASUN,0,1,0,1.10928,1.061121772747504
409,North Carolina A&T Aggies,South Carolina Upstate Spartans,MEAC,1,0,0,0.80451,0.8356698696995887
410,Belmont Bruins,Lipscomb Bisons,OVC,1,0,0,1.24008,1.1407792334996512
411,Lipscomb Bisons,Belmont Bruins,ASUN,1,0,0,0.89203,0.8670649418994761
412,St. Francis (PA) Red Flash,American University Eagles,NEC,0,1,0,0.8668,0.9288544410646167
413,American University Eagles,St. Francis (PA) Red Flash,Patriot,1,0,0,0.93827,0.9306138677052506
414,Mississippi Valley State Delta Devils,Mississippi State Bulldogs,SWAC,0,0,1,0.8863,1.0560847023392648
415,Mississippi State Bulldogs,Mississippi Valley State Delta Devils,SEC,0,0,1,1.1577,0.9269908103706805
416,Ole Miss Rebels,Troy Trojans,SEC,0,1,0,1.15325,1.0436553672070892
417,Troy Trojans,Ole Miss Rebels,Sun Belt,1,0,0,0.96339,1.0086971700143201
418,South Alabama Jaguars,Southern Miss Golden Eagles,Sun Belt,0,1,0,0.83731,0.7830484827327759
419,Southern Miss Golden Eagles,South Alabama Jaguars,CUSA,1,0,0,1.02717,0.940629189788849
420,UT Rio Grande Valley Vaqueros,UTSA Roadrunners,WAC,0,1,0,0.9327,0.9866935857168826
421,UTSA Roadrunners,UT Rio Grande Valley Vaqueros,CUSA,1,0,0,0.857,0.7381645378066051
422,Wake Forest Demon Deacons,Tulane Green Wave,ACC,0,1,0,1.03932,0.954211702532184
423,Tulane Green Wave,Wake Forest Demon Deacons,American,1,0,0,0.72585,0.7310695595567189
424,Bucknell Bison,Michigan Wolverines,Patriot,0,1,0,0.83296,0.9206128647925994
425,Michigan Wolverines,Bucknell Bison,Big Ten,1,0,0,1.21675,1.0637016914824242
426,Western Illinois Leathernecks,UIC Flames,Summit,0,1,0,1.00402,0.9723118905657743
427,UIC Flames,Western Illinois Leathernecks,Horizon,1,0,0,1.06131,0.9806555852078294
428,Purdue Fort Wayne Mastodons,SIU Edwardsville Cougars,Summit,0,1,0,1.14503,1.1471715843768973
429,SIU Edwardsville Cougars,Purdue Fort Wayne Mastodons,OVC,1,0,0,1.12536,1.0623310089632736
430,North Dakota State Bison,Iowa Hawkeyes,Summit,0,0,1,0.756,0.8788743965923053
431,Iowa Hawkeyes,North Dakota State Bison,Big Ten,0,0,1,1.18001,1.0925219930614833
432,Washington State Cougars,TCU Horned Frogs,Pac-12,0,1,0,0.82333,0.851580563721936
433,TCU Horned Frogs,Washington State Cougars,Big 12,1,0,0,1.19919,1.025002919740084
434,Kansas City Roos,Kansas State Wildcats,WAC,0,1,0,1.07403,1.2578271345868455
435,Kansas State Wildcats,Kansas City Roos,Big 12,1,0,0,1.25739,1.07904040716308
436,UT Martin Skyhawks,Arkansas State Red Wolves,OVC,0,1,0,1.19166,1.1817803059536662
437,Arkansas State Red Wolves,UT Martin Skyhawks,Sun Belt,1,0,0,1.15565,1.0994534800551814
438,Utah Valley Wolverines,Eastern Washington Eagles,WAC,0,1,0,0.87682,0.9314475440621889
439,Eastern Washington Eagles,Utah Valley Wolverines,Big Sky,1,0,0,1.29776,1.2137402089229448
440,Bethune-Cookman Wildcats,Arizona State Sun Devils,MEAC,0,1,0,0.70924,0.8463388635993366
441,Arizona State Sun Devils,Bethune-Cookman Wildcats,Pac-12,1,0,0,0.90564,0.7615966401171617
442,Nicholls Colonels,North Texas Mean Green,Southland,0,1,0,0.78207,0.8264206444637137
443,North Texas Mean Green,Nicholls Colonels,CUSA,1,0,0,1.00816,0.9282786614430694
444,Western Carolina Catamounts,Alabama Crimson Tide,Southern,0,1,0,1.12235,1.1436257624357464
445,Alabama Crimson Tide,Western Carolina Catamounts,SEC,1,0,0,1.2169,1.0710010395332332
446,Binghamton Bearcats,Providence Friars,AM. EAST,0,1,0,0.7013,0.8645570991731454
447,Providence Friars,Binghamton Bearcats,Big East,1,0,0,1.0329,0.8580136622265588
448,Montana State Bobcats,Grand Canyon Lopes,Big Sky,0,1,0,0.73105,0.6518860517846343
449,Grand Canyon Lopes,Montana State Bobcats,WAC,1,0,0,1.00477,1.013153071381209
450,Louisiana Ragin' Cajuns,Tulsa Golden Hurricane,Sun Belt,0,1,0,0.73887,0.8446500754198698
451,Tulsa Golden Hurricane,Louisiana Ragin' Cajuns,American,1,0,0,0.91174,0.9076530911560357
452,Georgia State Panthers,Iowa State Cyclones,Sun Belt,0,1,0,0.82536,0.9193450836304582
453,Iowa State Cyclones,Georgia State Panthers,Big 12,1,0,0,1.18239,1.1326448955253152
454,Arkansas-Pine Bluff Golden Lions,Cal State Bakersfield Roadrunners,SWAC,0,0,1,1.14559,1.2335004866908128
455,Cal State Bakersfield Roadrunners,Arkansas-Pine Bluff Golden Lions,WAC,0,0,1,0.98995,1.026085641958189
456,Sacramento State Hornets,UC Riverside Highlanders,Big Sky,0,1,0,1.20723,1.212728505657629
457,UC Riverside Highlanders,Sacramento State Hornets,Big West,1,0,0,1.1668,1.0426597489037632
458,South Dakota State Jackrabbits,Idaho Vandals,Summit,0,1,0,1.13481,1.0755045713170672
459,Idaho Vandals,South Dakota State Jackrabbits,Big Sky,1,0,0,1.17524,1.1941708883665207
460,SMU Mustangs,Gonzaga Bulldogs,American,0,1,0,0.92534,1.0432368843420619
461,Gonzaga Bulldogs,SMU Mustangs,WCC,1,0,0,1.19427,1.191714884400778
462,Tennessee Tech Golden Eagles,USC Trojans,OVC,0,1,0,0.86408,0.9001815046080311
463,USC Trojans,Tennessee Tech Golden Eagles,Pac-12,1,0,0,1.02757,0.8685508037694075
464,Detroit Mercy Titans,Oregon Ducks,Horizon,0,1,0,0.93972,0.9693651790268836
465,Oregon Ducks,Detroit Mercy Titans,Pac-12,1,0,0,1.15772,1.084738637342945
466,Auburn Tigers,Colorado Buffaloes,SEC,0,1,0,0.85597,0.8316565804318271
467,Colorado Buffaloes,Auburn Tigers,Pac-12,1,0,0,1.36344,1.2909836725415407
468,New Mexico State Aggies,Saint Mary's Gaels,WAC,0,1,0,1.01759,1.167360218708172
469,Saint Mary's Gaels,New Mexico State Aggies,WCC,1,0,0,1.19023,1.1582295171152057
470,South Carolina State Bulldogs,Virginia Cavaliers,MEAC,0,1,0,0.94354,1.2331396984727299
471,Virginia Cavaliers,South Carolina State Bulldogs,ACC,1,0,0,1.24166,1.0620329449246373
472,Wichita State Shockers,Memphis Tigers,MVC,0,0,1,1.07,1.142173010223007
473,Memphis Tigers,Wichita State Shockers,American,0,0,1,0.82021,0.9254873846221361
474,Utah Utes,San Diego State Aztecs,Pac-12,0,1,0,0.8362,0.9125320574656525
475,San Diego State Aztecs,Utah Utes,Mountain West,1,0,0,0.97061,1.0740326810261567
476,Central Arkansas Bears,Nebraska Cornhuskers,Southland,0,1,0,0.80615,0.9386458943505633
477,Nebraska Cornhuskers,Central Arkansas Bears,Big Ten,1,0,0,1.20373,0.9405061398226684
478,Marquette Golden Eagles,Ohio State Buckeyes,Big East,0,1,0,0.98359,1.0229162504953169
479,Ohio State Buckeyes,Marquette Golden Eagles,Big Ten,1,0,0,1.13759,1.0878012126180765
480,High Point Panthers,Hawai'i Rainbow Warriors,Big South,0,1,0,1.04707,1.092618942431276
481,Hawai'i Rainbow Warriors,High Point Panthers,Big West,1,0,0,0.9375,0.8767492464575407
482,Iona Gaels,Wofford Terriers,MAAC,0,1,0,1.16987,1.2607462394308155
483,Wofford Terriers,Iona Gaels,Southern,1,0,0,1.39451,1.2881054331855273
484,Northern Iowa Panthers,Stephen F. Austin Lumberjacks,MVC,0,1,0,1.22458,1.250987557925628
485,Stephen F. Austin Lumberjacks,Northern Iowa Panthers,Southland,1,0,0,1.21234,1.2804992664674977
486,Baylor Bears,South Carolina Gamecocks,Big 12,0,1,0,1.16984,1.2038589129270743
487,South Carolina Gamecocks,Baylor Bears,SEC,1,0,0,1.14064,1.156054518355406
488,Manhattan Jaspers,Massachusetts Minutemen,MAAC,0,1,0,0.94394,0.9740707437440678
489,Massachusetts Minutemen,Manhattan Jaspers,A-10,1,0,0,1.10237,1.076627951341306
490,Toledo Rockets,VCU Rams,MAC,0,1,0,1.08507,1.1386214069533742
491,VCU Rams,Toledo Rockets,A-10,1,0,0,1.22532,1.1690568574043307
492,Howard Bison,William & Mary Tribe,MEAC,0,1,0,0.85297,0.89976868438637
493,William & Mary Tribe,Howard Bison,CAA,1,0,0,0.97157,0.9649082977842305
494,Stony Brook Seawolves,Georgia Bulldogs,AM. EAST,0,1,0,0.99287,1.167433149677244
495,Georgia Bulldogs,Stony Brook Seawolves,SEC,1,0,0,1.13968,1.063812009879791
496,Wagner Seahawks,Columbia Lions,NEC,0,1,0,0.96578,0.9861498399036839
497,Columbia Lions,Wagner Seahawks,Ivy,1,0,0,1.27655,1.1824104865657086
498,Campbell Fighting Camels,Davidson Wildcats,Big South,0,1,0,0.79244,0.8047921024748776
499,Davidson Wildcats,Campbell Fighting Camels,A-10,1,0,0,1.32677,1.2067939962439878
500,UNC Wilmington Seahawks,UNC Greensboro Spartans,CAA,0,1,0,1.20523,1.169644411484583
501,UNC Greensboro Spartans,UNC Wilmington Seahawks,Southern,1,0,0,1.04866,0.9943460889059746
502,Jackson State Tigers,Jacksonville Dolphins,SWAC,0,1,0,1.14967,1.1222916051798104
503,Jacksonville Dolphins,Jackson State Tigers,ASUN,1,0,0,0.98761,0.9701815619103888
504,Florida International Panthers,Stetson Hatters,CUSA,0,1,0,1.00306,0.8846103151907353
505,Stetson Hatters,Florida International Panthers,ASUN,1,0,0,0.96245,0.9613138851761335
506,Texas A&M-Corpus Christi Islanders,Georgetown Hoyas,Southland,0,1,0,0.97794,1.0959675554185813
507,Georgetown Hoyas,Texas A&M-Corpus Christi Islanders,Big East,1,0,0,1.26558,1.1081779959742781
508,Long Beach State Beach,Xavier Musketeers,Big West,0,1,0,1.17291,1.244357095846846
509,Xavier Musketeers,Long Beach State Beach,Big East,1,0,0,1.48766,1.3900031220300995
510,Northeastern Huskies,Florida State Seminoles,CAA,0,1,0,1.17878,1.2280302100341356
511,Florida State Seminoles,Northeastern Huskies,ACC,1,0,0,1.0957,1.007744419833705
512,Michigan State Spartans,Duke Blue Devils,Big Ten,0,0,1,1.14842,1.189776178782372
513,Duke Blue Devils,Michigan State Spartans,ACC,0,0,1,1.30936,1.354203196604363
514,Alabama A&M Bulldogs,Georgia Tech Yellow Jackets,SWAC,0,1,0,0.74544,0.9466183068122891
515,Georgia Tech Yellow Jackets,Alabama A&M Bulldogs,ACC,1,0,0,1.11102,0.8636052489663023
516,Youngstown State Penguins,Central Michigan Chippewas,Horizon,0,0,1,0.8975,0.8836708393226835
517,Central Michigan Chippewas,Youngstown State Penguins,MAC,0,0,1,1.08507,0.953410342348654
518,Colgate Raiders,Cornell Big Red,Patriot,0,1,0,0.80749,0.8304765585556614
519,Cornell Big Red,Colgate Raiders,Ivy,1,0,0,0.92324,0.8406210037969268
520,Rider Broncs,Pennsylvania Quakers,MAAC,0,1,0,1.20015,1.1731304083205019
521,Pennsylvania Quakers,Rider Broncs,Ivy,1,0,0,0.93829,0.935733237921972
522,Canisius Golden Griffins,Lehigh Mountain Hawks,MAAC,0,1,0,0.9343,0.9680714539952759
523,Lehigh Mountain Hawks,Canisius Golden Griffins,Patriot,1,0,0,0.75505,0.790549483892926
524,Saint Louis Billikens,Indiana State Sycamores,A-10,0,1,0,1.09499,1.0858225726246802
525,Indiana State Sycamores,Saint Louis Billikens,MVC,1,0,0,0.92241,0.8344189580246154
526,Western Kentucky Hilltoppers,Minnesota Golden Gophers,CUSA,0,1,0,0.70951,0.7643074188548
527,Minnesota Golden Gophers,Western Kentucky Hilltoppers,Big Ten,1,0,0,1.02335,0.9163759219710015
528,Murray State Racers,Middle Tennessee Blue Raiders,OVC,0,1,0,1.08907,1.1361419855517878
529,Middle Tennessee Blue Raiders,Murray State Racers,CUSA,1,0,0,0.79753,0.7792662226660156
530,Richmond Spiders,Old Dominion Monarchs,A-10,0,1,0,1.0153,1.0820408140186686
